clip,seizure,early
Patient_7_test_segment_2574.mat,0.0185,0.01425
Patient_7_test_segment_2575.mat,0.0035,0.00325
Patient_7_test_segment_2576.mat,0.005,0.0035
Patient_7_test_segment_2577.mat,0.00825,0.00775
Patient_7_test_segment_2578.mat,0.0245,0.00725
Patient_7_test_segment_2579.mat,0.01575,0.007
Patient_7_test_segment_258.mat,0.019,0.00775
Patient_7_test_segment_2580.mat,0.787,0.09175
Patient_7_test_segment_2581.mat,0.01325,0.011
Patient_7_test_segment_2582.mat,0.01325,0.01125
Patient_7_test_segment_2583.mat,0.01075,0.0065
Patient_7_test_segment_2584.mat,0.00375,0.003
Patient_7_test_segment_2585.mat,0.00725,0.00525
Patient_7_test_segment_2586.mat,0.00825,0.0035
Patient_7_test_segment_2587.mat,0.0065,0.00475
Patient_7_test_segment_2588.mat,0.01025,0.00675
Patient_7_test_segment_2589.mat,0.00275,0.00275
Patient_7_test_segment_259.mat,0.031,0.014
Patient_7_test_segment_2590.mat,0.811,0.1855
Patient_7_test_segment_2591.mat,0.00725,0.00325
Patient_7_test_segment_2592.mat,0.01325,0.0115
Patient_7_test_segment_2593.mat,0.00525,0.0025
Patient_7_test_segment_2594.mat,0.00725,0.00625
Patient_7_test_segment_2595.mat,0.02625,0.02175
Patient_7_test_segment_2596.mat,0.00475,0.00325
Patient_7_test_segment_2597.mat,0.00725,0.005
Patient_7_test_segment_2598.mat,0.868,0.0675
Patient_7_test_segment_2599.mat,0.0135,0.0125
Patient_7_test_segment_26.mat,0.029,0.0225
Patient_7_test_segment_260.mat,0.6715,0.03775
Patient_7_test_segment_2600.mat,0.0335,0.01075
Patient_7_test_segment_2601.mat,0.8105,0.034
Patient_7_test_segment_2602.mat,0.01625,0.008
Patient_7_test_segment_2603.mat,0.6725,0.096
Patient_7_test_segment_2604.mat,0.11075,0.01275
Patient_7_test_segment_2605.mat,0.002,0.00025
Patient_7_test_segment_2606.mat,0.0045,0.00375
Patient_7_test_segment_2607.mat,0.01325,0.00625
Patient_7_test_segment_2608.mat,0.01825,0.015
Patient_7_test_segment_2609.mat,0.0095,0.00875
Patient_7_test_segment_261.mat,0.02625,0.00825
Patient_7_test_segment_2610.mat,0.6725,0.0755
Patient_7_test_segment_2611.mat,0.761,0.17875
Patient_7_test_segment_2612.mat,0.01375,0.00725
Patient_7_test_segment_2613.mat,0.0045,0.00275
Patient_7_test_segment_2614.mat,0.0015,0.00025
Patient_7_test_segment_2615.mat,0.006,0.00475
Patient_7_test_segment_2616.mat,0.00825,0.00725
Patient_7_test_segment_2617.mat,0.17275,0.01575
Patient_7_test_segment_2618.mat,0.00075,0.0005
Patient_7_test_segment_2619.mat,0.00525,0.004
Patient_7_test_segment_262.mat,0.0085,0.005
Patient_7_test_segment_2620.mat,0.01025,0.00675
Patient_7_test_segment_2621.mat,0.29475,0.11475
Patient_7_test_segment_2622.mat,0.00525,0.003
Patient_7_test_segment_2623.mat,0.011,0.00575
Patient_7_test_segment_2624.mat,0.01225,0.00475
Patient_7_test_segment_2625.mat,0.0035,0.00325
Patient_7_test_segment_2626.mat,0.00075,0.00075
Patient_7_test_segment_2627.mat,0.55375,0.14425
Patient_7_test_segment_2628.mat,0.0105,0.0095
Patient_7_test_segment_2629.mat,0.02525,0.02025
Patient_7_test_segment_263.mat,0.016,0.00625
Patient_7_test_segment_2630.mat,0.00675,0.0035
Patient_7_test_segment_2631.mat,0.00625,0.00375
Patient_7_test_segment_2632.mat,0.002,0.0005
Patient_7_test_segment_2633.mat,0.00075,0
Patient_7_test_segment_2634.mat,0.24325,0.07075
Patient_7_test_segment_2635.mat,0.001,0.00075
Patient_7_test_segment_2636.mat,0.032,0.012
Patient_7_test_segment_2637.mat,0.0035,0.003
Patient_7_test_segment_2638.mat,0.83275,0.08625
Patient_7_test_segment_2639.mat,0.00375,0.003
Patient_7_test_segment_264.mat,0.01125,0.00875
Patient_7_test_segment_2640.mat,0.0015,0.00075
Patient_7_test_segment_2641.mat,0.40375,0.03675
Patient_7_test_segment_2642.mat,0.00125,0.0005
Patient_7_test_segment_2643.mat,0.0085,0.005
Patient_7_test_segment_2644.mat,0.0075,0.00625
Patient_7_test_segment_2645.mat,0.00675,0.006
Patient_7_test_segment_2646.mat,0.52775,0.03575
Patient_7_test_segment_2647.mat,0.004,0.0035
Patient_7_test_segment_2648.mat,0.0035,0.00325
Patient_7_test_segment_2649.mat,0.4985,0.14175
Patient_7_test_segment_265.mat,0.01025,0.0075
Patient_7_test_segment_2650.mat,0.015,0.01275
Patient_7_test_segment_2651.mat,0.0125,0.00975
Patient_7_test_segment_2652.mat,0.001,0.00075
Patient_7_test_segment_2653.mat,0.00625,0.00525
Patient_7_test_segment_2654.mat,0.0005,0.00025
Patient_7_test_segment_2655.mat,0.01275,0.0055
Patient_7_test_segment_2656.mat,0.0175,0.01475
Patient_7_test_segment_2657.mat,0.00125,0.00075
Patient_7_test_segment_2658.mat,0.02825,0.016
Patient_7_test_segment_2659.mat,0.0115,0.009
Patient_7_test_segment_266.mat,0.01,0.008
Patient_7_test_segment_2660.mat,0.00975,0.00775
Patient_7_test_segment_2661.mat,0.0095,0.00875
Patient_7_test_segment_2662.mat,0.01425,0.011
Patient_7_test_segment_2663.mat,0.0225,0.0155
Patient_7_test_segment_2664.mat,0.0075,0.0055
Patient_7_test_segment_2665.mat,0.01,0.005
Patient_7_test_segment_2666.mat,0.008,0.00775
Patient_7_test_segment_2667.mat,0.02725,0.0175
Patient_7_test_segment_2668.mat,0.00725,0.00575
Patient_7_test_segment_2669.mat,0.01425,0.01275
Patient_7_test_segment_267.mat,0.0055,0.0045
Patient_7_test_segment_2670.mat,0.0275,0.018
Patient_7_test_segment_2671.mat,0.77325,0.40825
Patient_7_test_segment_2672.mat,0.00575,0.0045
Patient_7_test_segment_2673.mat,0.009,0.0055
Patient_7_test_segment_2674.mat,0.00675,0.0055
Patient_7_test_segment_2675.mat,0.00125,0.001
Patient_7_test_segment_2676.mat,0.04475,0.03175
Patient_7_test_segment_2677.mat,0.00875,0.00425
Patient_7_test_segment_2678.mat,0.003,0.0015
Patient_7_test_segment_2679.mat,0.01525,0.0125
Patient_7_test_segment_268.mat,0.84,0.10525
Patient_7_test_segment_2680.mat,0.00825,0.0075
Patient_7_test_segment_2681.mat,0.00375,0.00325
Patient_7_test_segment_2682.mat,0.01175,0.0095
Patient_7_test_segment_2683.mat,0.007,0.00475
Patient_7_test_segment_2684.mat,0.009,0.00825
Patient_7_test_segment_2685.mat,0.00575,0.0035
Patient_7_test_segment_2686.mat,0.0025,0.00175
Patient_7_test_segment_2687.mat,0.368,0.05175
Patient_7_test_segment_2688.mat,0.00475,0.004
Patient_7_test_segment_2689.mat,0.011,0.01
Patient_7_test_segment_269.mat,0.0025,0.002
Patient_7_test_segment_2690.mat,0.004,0.0035
Patient_7_test_segment_2691.mat,0.00325,0.00275
Patient_7_test_segment_2692.mat,0.0045,0.003
Patient_7_test_segment_2693.mat,0.0025,0.00075
Patient_7_test_segment_2694.mat,0.0035,0.00275
Patient_7_test_segment_2695.mat,0.01775,0.00725
Patient_7_test_segment_2696.mat,0.00125,0.001
Patient_7_test_segment_2697.mat,0.66125,0.068
Patient_7_test_segment_2698.mat,0.7715,0.054
Patient_7_test_segment_2699.mat,0.02275,0.00925
Patient_7_test_segment_27.mat,0.0305,0.01975
Patient_7_test_segment_270.mat,0.0035,0.00275
Patient_7_test_segment_2700.mat,0.00725,0.006
Patient_7_test_segment_2701.mat,0.04125,0.00625
Patient_7_test_segment_2702.mat,0.0075,0.004
Patient_7_test_segment_2703.mat,0.004,0.00325
Patient_7_test_segment_2704.mat,0.00575,0.0035
Patient_7_test_segment_2705.mat,0.8765,0.0935
Patient_7_test_segment_2706.mat,0.0065,0.004
Patient_7_test_segment_2707.mat,0.009,0.0055
Patient_7_test_segment_2708.mat,0.022,0.01775
Patient_7_test_segment_2709.mat,0.00525,0.00475
Patient_7_test_segment_271.mat,0.015,0.01375
Patient_7_test_segment_2710.mat,0.01375,0.00875
Patient_7_test_segment_2711.mat,0.01725,0.0085
Patient_7_test_segment_2712.mat,0.00675,0.0035
Patient_7_test_segment_2713.mat,0.006,0.005
Patient_7_test_segment_2714.mat,0.004,0.0035
Patient_7_test_segment_2715.mat,0.00475,0.0035
Patient_7_test_segment_2716.mat,0.0095,0.00775
Patient_7_test_segment_2717.mat,0.00925,0.0065
Patient_7_test_segment_2718.mat,0.011,0.00975
Patient_7_test_segment_2719.mat,0.008,0.006
Patient_7_test_segment_272.mat,0.84725,0.0735
Patient_7_test_segment_2720.mat,0.004,0.00325
Patient_7_test_segment_2721.mat,0.02025,0.019
Patient_7_test_segment_2722.mat,0.00275,0.00225
Patient_7_test_segment_2723.mat,0.00875,0.00575
Patient_7_test_segment_2724.mat,0.00475,0.004
Patient_7_test_segment_2725.mat,0.0015,0.00075
Patient_7_test_segment_2726.mat,0.04725,0.03125
Patient_7_test_segment_2727.mat,0.009,0.00625
Patient_7_test_segment_2728.mat,0.0085,0.0045
Patient_7_test_segment_2729.mat,0.02125,0.01625
Patient_7_test_segment_273.mat,0.0005,0.00025
Patient_7_test_segment_2730.mat,0.85325,0.02825
Patient_7_test_segment_2731.mat,0.00375,0.00325
Patient_7_test_segment_2732.mat,0.85725,0.1315
Patient_7_test_segment_2733.mat,0.00475,0.0035
Patient_7_test_segment_2734.mat,0.00925,0.00625
Patient_7_test_segment_2735.mat,0.70025,0.036
Patient_7_test_segment_2736.mat,0.0095,0.005
Patient_7_test_segment_2737.mat,0.0185,0.0065
Patient_7_test_segment_2738.mat,0.00725,0.00525
Patient_7_test_segment_2739.mat,0.00075,0.00075
Patient_7_test_segment_274.mat,0.014,0.00575
Patient_7_test_segment_2740.mat,0.015,0.00825
Patient_7_test_segment_2741.mat,0.002,0.00075
Patient_7_test_segment_2742.mat,0.0095,0.00725
Patient_7_test_segment_2743.mat,0.01125,0.005
Patient_7_test_segment_2744.mat,0.0075,0.00375
Patient_7_test_segment_2745.mat,0.00125,0.00075
Patient_7_test_segment_2746.mat,0.0025,0.00225
Patient_7_test_segment_2747.mat,0.00475,0.00075
Patient_7_test_segment_2748.mat,0.80475,0.34225
Patient_7_test_segment_2749.mat,0.00425,0.00325
Patient_7_test_segment_275.mat,0.019,0.017
Patient_7_test_segment_2750.mat,0.01175,0.00775
Patient_7_test_segment_2751.mat,0.007,0.00475
Patient_7_test_segment_2752.mat,0.019,0.009
Patient_7_test_segment_2753.mat,0.8005,0.30325
Patient_7_test_segment_2754.mat,0.7185,0.14175
Patient_7_test_segment_2755.mat,0.0035,0.00325
Patient_7_test_segment_2756.mat,0.00775,0.00425
Patient_7_test_segment_2757.mat,0.005,0.00325
Patient_7_test_segment_2758.mat,0.3265,0.055
Patient_7_test_segment_2759.mat,0.1345,0.04925
Patient_7_test_segment_276.mat,0.0025,0.00175
Patient_7_test_segment_2760.mat,0.00025,0
Patient_7_test_segment_2761.mat,0.7905,0.0365
Patient_7_test_segment_2762.mat,0.00775,0.00575
Patient_7_test_segment_2763.mat,0.002,0.0015
Patient_7_test_segment_2764.mat,0.006,0.00275
Patient_7_test_segment_2765.mat,0.8475,0.0725
Patient_7_test_segment_2766.mat,0.0065,0.00475
Patient_7_test_segment_2767.mat,0.0015,0.001
Patient_7_test_segment_2768.mat,0.8155,0.37375
Patient_7_test_segment_2769.mat,0.61,0.0765
Patient_7_test_segment_277.mat,0.00225,0.00175
Patient_7_test_segment_2770.mat,0.012,0.01
Patient_7_test_segment_2771.mat,0.5215,0.04175
Patient_7_test_segment_2772.mat,0.001,0.00075
Patient_7_test_segment_2773.mat,0.00925,0.0045
Patient_7_test_segment_2774.mat,0.004,0.0035
Patient_7_test_segment_2775.mat,0.002,0.002
Patient_7_test_segment_2776.mat,0.014,0.0125
Patient_7_test_segment_2777.mat,0.0035,0.00275
Patient_7_test_segment_2778.mat,0.01575,0.0145
Patient_7_test_segment_2779.mat,0.85475,0.066
Patient_7_test_segment_278.mat,0.00925,0.00625
Patient_7_test_segment_2780.mat,0.001,0.0005
Patient_7_test_segment_2781.mat,0.007,0.0055
Patient_7_test_segment_2782.mat,0.00825,0.005
Patient_7_test_segment_2783.mat,0.00425,0.004
Patient_7_test_segment_2784.mat,0.851,0.01575
Patient_7_test_segment_2785.mat,0.0075,0.00525
Patient_7_test_segment_2786.mat,0.83725,0.31575
Patient_7_test_segment_2787.mat,0.62125,0.0375
Patient_7_test_segment_2788.mat,0.00125,0.00125
Patient_7_test_segment_2789.mat,0.0075,0.0035
Patient_7_test_segment_279.mat,0.01425,0.00775
Patient_7_test_segment_2790.mat,0.79925,0.0295
Patient_7_test_segment_2791.mat,0.00975,0.00425
Patient_7_test_segment_2792.mat,0.0035,0.0005
Patient_7_test_segment_2793.mat,0.001,0.00075
Patient_7_test_segment_2794.mat,0.008,0.00425
Patient_7_test_segment_2795.mat,0.81325,0.496
Patient_7_test_segment_2796.mat,0.01475,0.0085
Patient_7_test_segment_2797.mat,0.0005,0.00025
Patient_7_test_segment_2798.mat,0.022,0.009
Patient_7_test_segment_2799.mat,0.002,0.0005
Patient_7_test_segment_28.mat,0.008,0.00675
Patient_7_test_segment_280.mat,0.83925,0.19025
Patient_7_test_segment_2800.mat,0.013,0.012
Patient_7_test_segment_2801.mat,0.104,0.021
Patient_7_test_segment_2802.mat,0.00975,0.00475
Patient_7_test_segment_2803.mat,0.00825,0.00425
Patient_7_test_segment_2804.mat,0.0045,0.0025
Patient_7_test_segment_2805.mat,0.0025,0.002
Patient_7_test_segment_2806.mat,0.87025,0.0805
Patient_7_test_segment_2807.mat,0.739,0.14675
Patient_7_test_segment_2808.mat,0.555,0.15275
Patient_7_test_segment_2809.mat,0.845,0.0675
Patient_7_test_segment_281.mat,0.0045,0.0035
Patient_7_test_segment_2810.mat,0.004,0.003
Patient_7_test_segment_2811.mat,0.0145,0.009
Patient_7_test_segment_2812.mat,0.007,0.003
Patient_7_test_segment_2813.mat,0.005,0.00325
Patient_7_test_segment_2814.mat,0.10975,0.017
Patient_7_test_segment_2815.mat,0.017,0.014
Patient_7_test_segment_2816.mat,0.0105,0.0055
Patient_7_test_segment_2817.mat,0.00225,0.0005
Patient_7_test_segment_2818.mat,0.364,0.30225
Patient_7_test_segment_2819.mat,0.01175,0.0065
Patient_7_test_segment_282.mat,0.00225,0.00125
Patient_7_test_segment_2820.mat,0.00675,0.0055
Patient_7_test_segment_2821.mat,0.84175,0.0455
Patient_7_test_segment_2822.mat,0.0125,0.008
Patient_7_test_segment_2823.mat,0.00725,0.004
Patient_7_test_segment_2824.mat,0.0015,0.00075
Patient_7_test_segment_2825.mat,0.00875,0.00425
Patient_7_test_segment_2826.mat,0.03025,0.0225
Patient_7_test_segment_2827.mat,0.82275,0.56175
Patient_7_test_segment_2828.mat,0.014,0.013
Patient_7_test_segment_2829.mat,0.0085,0.00575
Patient_7_test_segment_283.mat,0.0205,0.005
Patient_7_test_segment_2830.mat,0.02575,0.00975
Patient_7_test_segment_2831.mat,0.00825,0.0035
Patient_7_test_segment_2832.mat,0.00675,0.005
Patient_7_test_segment_2833.mat,0.00475,0.00375
Patient_7_test_segment_2834.mat,0.017,0.00875
Patient_7_test_segment_2835.mat,0.0075,0.00525
Patient_7_test_segment_2836.mat,0.00025,0
Patient_7_test_segment_2837.mat,0.00825,0.007
Patient_7_test_segment_2838.mat,0.00725,0.00225
Patient_7_test_segment_2839.mat,0.8235,0.0995
Patient_7_test_segment_284.mat,0.00325,0.00225
Patient_7_test_segment_2840.mat,0.0015,0.0005
Patient_7_test_segment_2841.mat,0.00825,0.00525
Patient_7_test_segment_2842.mat,0.007,0.0055
Patient_7_test_segment_2843.mat,0.00325,0.00225
Patient_7_test_segment_2844.mat,0.07275,0.02725
Patient_7_test_segment_2845.mat,0.0015,0.001
Patient_7_test_segment_2846.mat,0.00225,0.0005
Patient_7_test_segment_2847.mat,0.0135,0.011
Patient_7_test_segment_2848.mat,0.011,0.00475
Patient_7_test_segment_2849.mat,0.004,0.004
Patient_7_test_segment_285.mat,0.01225,0.00375
Patient_7_test_segment_2850.mat,0.01975,0.00975
Patient_7_test_segment_2851.mat,0.00425,0.004
Patient_7_test_segment_2852.mat,0.00425,0.0035
Patient_7_test_segment_2853.mat,0.00475,0.00275
Patient_7_test_segment_2854.mat,0.00175,0.001
Patient_7_test_segment_2855.mat,0.8545,0.076
Patient_7_test_segment_2856.mat,0.0075,0.006
Patient_7_test_segment_2857.mat,0.008,0.005
Patient_7_test_segment_2858.mat,0.008,0.007
Patient_7_test_segment_2859.mat,0.79825,0.0325
Patient_7_test_segment_286.mat,0.011,0.00425
Patient_7_test_segment_2860.mat,0.14225,0.00975
Patient_7_test_segment_2861.mat,0.0155,0.014
Patient_7_test_segment_2862.mat,0.0095,0.0065
Patient_7_test_segment_2863.mat,0.016,0.01475
Patient_7_test_segment_2864.mat,0.756,0.0815
Patient_7_test_segment_2865.mat,0.00825,0.00625
Patient_7_test_segment_2866.mat,0.00775,0.005
Patient_7_test_segment_2867.mat,0.00625,0.00375
Patient_7_test_segment_2868.mat,0.0065,0.00375
Patient_7_test_segment_2869.mat,0.0095,0.00675
Patient_7_test_segment_287.mat,0.816,0.052
Patient_7_test_segment_2870.mat,0.8285,0.05575
Patient_7_test_segment_2871.mat,0.00375,0.00175
Patient_7_test_segment_2872.mat,0.0075,0.00475
Patient_7_test_segment_2873.mat,0.0175,0.01575
Patient_7_test_segment_2874.mat,0.00375,0.00175
Patient_7_test_segment_2875.mat,0.0075,0.00675
Patient_7_test_segment_2876.mat,0.016,0.01175
Patient_7_test_segment_2877.mat,0.011,0.00775
Patient_7_test_segment_2878.mat,0.01675,0.00875
Patient_7_test_segment_2879.mat,0.0075,0.00625
Patient_7_test_segment_288.mat,0.8145,0.18725
Patient_7_test_segment_2880.mat,0.0115,0.00775
Patient_7_test_segment_2881.mat,0.012,0.0095
Patient_7_test_segment_2882.mat,0.00025,0
Patient_7_test_segment_2883.mat,0.0065,0.004
Patient_7_test_segment_2884.mat,0.005,0.00425
Patient_7_test_segment_2885.mat,0.012,0.0105
Patient_7_test_segment_2886.mat,0.01975,0.00525
Patient_7_test_segment_2887.mat,0.012,0.008
Patient_7_test_segment_2888.mat,0.001,0.00075
Patient_7_test_segment_2889.mat,0.20825,0.049
Patient_7_test_segment_289.mat,0.80325,0.063
Patient_7_test_segment_2890.mat,0.00225,0.00025
Patient_7_test_segment_2891.mat,0.002,0.0015
Patient_7_test_segment_2892.mat,0.0115,0.007
Patient_7_test_segment_2893.mat,0.00225,0.001
Patient_7_test_segment_2894.mat,0.02175,0.016
Patient_7_test_segment_2895.mat,0.013,0.01125
Patient_7_test_segment_2896.mat,0.02125,0.01675
Patient_7_test_segment_2897.mat,0.19975,0.02125
Patient_7_test_segment_2898.mat,0.00525,0.00175
Patient_7_test_segment_2899.mat,0.00975,0.00675
Patient_7_test_segment_29.mat,0.003,0.00225
Patient_7_test_segment_290.mat,0.00125,0.0005
Patient_7_test_segment_2900.mat,0.0095,0.0055
Patient_7_test_segment_2901.mat,0.0195,0.01425
Patient_7_test_segment_2902.mat,0.009,0.006
Patient_7_test_segment_2903.mat,0.00425,0.00375
Patient_7_test_segment_2904.mat,0.0205,0.0075
Patient_7_test_segment_2905.mat,0.01075,0.00625
Patient_7_test_segment_2906.mat,0.001,0.0005
Patient_7_test_segment_2907.mat,0.002,0.00075
Patient_7_test_segment_2908.mat,0.01475,0.0075
Patient_7_test_segment_2909.mat,0.00825,0.008
Patient_7_test_segment_291.mat,0.0055,0.00325
Patient_7_test_segment_2910.mat,0.0095,0.0085
Patient_7_test_segment_2911.mat,0.00425,0.00325
Patient_7_test_segment_2912.mat,0.01625,0.009
Patient_7_test_segment_2913.mat,0.00175,0.00075
Patient_7_test_segment_2914.mat,0.024,0.0225
Patient_7_test_segment_2915.mat,0.004,0.00325
Patient_7_test_segment_2916.mat,0.0185,0.01575
Patient_7_test_segment_2917.mat,0.01175,0.00775
Patient_7_test_segment_2918.mat,0.84225,0.026
Patient_7_test_segment_2919.mat,0.00475,0.003
Patient_7_test_segment_292.mat,0.11775,0.02075
Patient_7_test_segment_2920.mat,0.011,0.00675
Patient_7_test_segment_2921.mat,0.00425,0.00375
Patient_7_test_segment_2922.mat,0.00025,0.00025
Patient_7_test_segment_2923.mat,0.765,0.03475
Patient_7_test_segment_2924.mat,0.009,0.0075
Patient_7_test_segment_2925.mat,0.0115,0.00625
Patient_7_test_segment_2926.mat,0.682,0.23275
Patient_7_test_segment_2927.mat,0.005,0.0035
Patient_7_test_segment_2928.mat,0.0065,0.00375
Patient_7_test_segment_2929.mat,0.0405,0.006
Patient_7_test_segment_293.mat,0.00375,0.00275
Patient_7_test_segment_2930.mat,0.00325,0.003
Patient_7_test_segment_2931.mat,0.00175,0.00125
Patient_7_test_segment_2932.mat,0.00475,0.00375
Patient_7_test_segment_2933.mat,0.00775,0.00675
Patient_7_test_segment_2934.mat,0.8625,0.093
Patient_7_test_segment_2935.mat,0.0015,0.001
Patient_7_test_segment_2936.mat,0.00275,0.0005
Patient_7_test_segment_2937.mat,0.0085,0.00475
Patient_7_test_segment_2938.mat,0.00475,0.0025
Patient_7_test_segment_2939.mat,0.86275,0.13025
Patient_7_test_segment_294.mat,0.6895,0.0275
Patient_7_test_segment_2940.mat,0.00475,0.0035
Patient_7_test_segment_2941.mat,0.00125,0.00075
Patient_7_test_segment_2942.mat,0.01825,0.014
Patient_7_test_segment_2943.mat,0.01,0.00875
Patient_7_test_segment_2944.mat,0.01075,0.00875
Patient_7_test_segment_2945.mat,0.00225,0.002
Patient_7_test_segment_2946.mat,0.0065,0.0045
Patient_7_test_segment_2947.mat,0.01775,0.01625
Patient_7_test_segment_2948.mat,0.01125,0.00275
Patient_7_test_segment_2949.mat,0.0005,0.00025
Patient_7_test_segment_295.mat,0.0025,0.00075
Patient_7_test_segment_2950.mat,0.0095,0.0085
Patient_7_test_segment_2951.mat,0.00825,0.004
Patient_7_test_segment_2952.mat,0.00375,0.00325
Patient_7_test_segment_2953.mat,0.00375,0.00325
Patient_7_test_segment_2954.mat,0.0055,0.0035
Patient_7_test_segment_2955.mat,0.01,0.0045
Patient_7_test_segment_2956.mat,0.00125,0.001
Patient_7_test_segment_2957.mat,0.00775,0.00575
Patient_7_test_segment_2958.mat,0.01875,0.01575
Patient_7_test_segment_2959.mat,0.084,0.01525
Patient_7_test_segment_296.mat,0.009,0.0065
Patient_7_test_segment_2960.mat,0.00575,0.00525
Patient_7_test_segment_2961.mat,0.004,0.00325
Patient_7_test_segment_2962.mat,0.009,0.0075
Patient_7_test_segment_2963.mat,0.61875,0.05425
Patient_7_test_segment_2964.mat,0.0105,0.008
Patient_7_test_segment_2965.mat,0.00675,0.0035
Patient_7_test_segment_2966.mat,0.858,0.082
Patient_7_test_segment_2967.mat,0.00425,0.00375
Patient_7_test_segment_2968.mat,0.001,0.00075
Patient_7_test_segment_2969.mat,0.00425,0.003
Patient_7_test_segment_297.mat,0.013,0.00475
Patient_7_test_segment_2970.mat,0.00625,0.00525
Patient_7_test_segment_2971.mat,0.0095,0.00575
Patient_7_test_segment_2972.mat,0.57825,0.061
Patient_7_test_segment_2973.mat,0.01675,0.00575
Patient_7_test_segment_2974.mat,0.00525,0.00425
Patient_7_test_segment_2975.mat,0.00675,0.00475
Patient_7_test_segment_2976.mat,0.01,0.00925
Patient_7_test_segment_2977.mat,0.01,0.00625
Patient_7_test_segment_2978.mat,0.00925,0.00775
Patient_7_test_segment_2979.mat,0.00775,0.00525
Patient_7_test_segment_298.mat,0.0075,0.00425
Patient_7_test_segment_2980.mat,0.0015,0.0015
Patient_7_test_segment_2981.mat,0.00675,0.0055
Patient_7_test_segment_2982.mat,0.01325,0.012
Patient_7_test_segment_2983.mat,0.02975,0.00725
Patient_7_test_segment_2984.mat,0.00425,0.0035
Patient_7_test_segment_2985.mat,0.09875,0.0225
Patient_7_test_segment_2986.mat,0.0065,0.0045
Patient_7_test_segment_2987.mat,0.04125,0.0195
Patient_7_test_segment_2988.mat,0.01875,0.01375
Patient_7_test_segment_2989.mat,0.01425,0.00675
Patient_7_test_segment_299.mat,0.0105,0.00625
Patient_7_test_segment_2990.mat,0.00725,0.00625
Patient_7_test_segment_2991.mat,0.00275,0.002
Patient_7_test_segment_2992.mat,0.17,0.03975
Patient_7_test_segment_2993.mat,0.0085,0.0045
Patient_7_test_segment_2994.mat,0.0085,0.00475
Patient_7_test_segment_2995.mat,0.00475,0.00325
Patient_7_test_segment_2996.mat,0.0035,0.00075
Patient_7_test_segment_2997.mat,0.012,0.00625
Patient_7_test_segment_2998.mat,0.021,0.02
Patient_7_test_segment_2999.mat,0.41,0.06375
Patient_7_test_segment_3.mat,0.011,0.00975
Patient_7_test_segment_30.mat,0.82025,0.16225
Patient_7_test_segment_300.mat,0.0045,0.004
Patient_7_test_segment_3000.mat,0.0155,0.014
Patient_7_test_segment_3001.mat,0.38225,0.265
Patient_7_test_segment_3002.mat,0.009,0.00725
Patient_7_test_segment_3003.mat,0.0275,0.0175
Patient_7_test_segment_3004.mat,0.005,0.00375
Patient_7_test_segment_3005.mat,0.00425,0.00325
Patient_7_test_segment_3006.mat,0.01775,0.01425
Patient_7_test_segment_3007.mat,0.23575,0.0215
Patient_7_test_segment_3008.mat,0.00425,0.004
Patient_7_test_segment_3009.mat,0.005,0.00275
Patient_7_test_segment_301.mat,0.002,0.00125
Patient_7_test_segment_3010.mat,0.0145,0.00775
Patient_7_test_segment_3011.mat,0.0095,0.0075
Patient_7_test_segment_3012.mat,0.003,0.00225
Patient_7_test_segment_3013.mat,0.0075,0.005
Patient_7_test_segment_3014.mat,0.001,0.00075
Patient_7_test_segment_3015.mat,0.01075,0.01
Patient_7_test_segment_3016.mat,0.0065,0.0055
Patient_7_test_segment_3017.mat,0.00575,0.00425
Patient_7_test_segment_3018.mat,0.0045,0.0035
Patient_7_test_segment_3019.mat,0.0105,0.0075
Patient_7_test_segment_302.mat,0.0005,0
Patient_7_test_segment_3020.mat,0.003,0.0025
Patient_7_test_segment_3021.mat,0.00825,0.00425
Patient_7_test_segment_3022.mat,0.0035,0.00275
Patient_7_test_segment_3023.mat,0.01075,0.00925
Patient_7_test_segment_3024.mat,0.002,0.00075
Patient_7_test_segment_3025.mat,0.00275,0.00125
Patient_7_test_segment_3026.mat,0.0075,0.0065
Patient_7_test_segment_3027.mat,0.001,0.00025
Patient_7_test_segment_3028.mat,0.0005,0.0005
Patient_7_test_segment_3029.mat,0.01,0.00425
Patient_7_test_segment_303.mat,0.00975,0.0045
Patient_7_test_segment_3030.mat,0.01025,0.0035
Patient_7_test_segment_3031.mat,0.0085,0.00675
Patient_7_test_segment_3032.mat,0.008,0.00475
Patient_7_test_segment_3033.mat,0.004,0.00375
Patient_7_test_segment_3034.mat,0.00675,0.00475
Patient_7_test_segment_3035.mat,0.013,0.0105
Patient_7_test_segment_3036.mat,0.00825,0.00575
Patient_7_test_segment_3037.mat,0.00925,0.00825
Patient_7_test_segment_3038.mat,0.01275,0.0055
Patient_7_test_segment_3039.mat,0.0105,0.0085
Patient_7_test_segment_304.mat,0.0155,0.01325
Patient_7_test_segment_3040.mat,0.009,0.006
Patient_7_test_segment_3041.mat,0.00175,0.0005
Patient_7_test_segment_3042.mat,0.0055,0.0035
Patient_7_test_segment_3043.mat,0.01325,0.0115
Patient_7_test_segment_3044.mat,0.001,0.0005
Patient_7_test_segment_3045.mat,0,0
Patient_7_test_segment_3046.mat,0.2045,0.104
Patient_7_test_segment_3047.mat,0.003,0.0025
Patient_7_test_segment_3048.mat,0.01,0.0065
Patient_7_test_segment_3049.mat,0.00825,0.00675
Patient_7_test_segment_305.mat,0.0065,0.006
